           1    -3.36628    -3.36628           0
           2    -3.36665    -3.36646 0.000184374
           3    -3.36597     -3.3663 0.000195264
           4    -3.36601    -3.36623 0.000155969
           5    -3.36501    -3.36598 0.000270927
           6    -3.36558    -3.36592 0.000231072
           7    -3.36458    -3.36573 0.000272792
           8    -3.36564    -3.36572 0.000236476
           9    -3.36618    -3.36577 0.000214739
          10    -3.36798    -3.36599 0.000293079
          11    -3.36617    -3.36601 0.000265596
          12    -3.36798    -3.36617 0.000292807
          13    -3.36807    -3.36632 0.000306408
          14    -3.36798    -3.36643 0.000307513
          15    -3.36719    -3.36648 0.000290735
          16    -3.36936    -3.36666 0.000326027
          17    -3.36789    -3.36674 0.000314598
          18    -3.36925    -3.36688  0.00032772
          19    -3.36918      -3.367 0.000332839
          20    -3.36935    -3.36711 0.000336949
          21    -3.37285    -3.36739 0.000421043
          22    -3.36978     -3.3675 0.000415949
          23    -3.36446    -3.36736 0.000418841
          24     -3.3661    -3.36731 0.000404433
          25    -3.36668    -3.36729 0.000388739
          26    -3.36666    -3.36726 0.000374254
          27    -3.36508    -3.36718 0.000369107
          28    -3.36508    -3.36711 0.000363524
          29    -3.36785    -3.36713 0.000351706
          30    -3.37013    -3.36723 0.000354193
          31     -3.3706    -3.36734 0.000359378
          32    -3.36774    -3.36735 0.000348194
          33    -3.36638    -3.36732 0.000338756
          34     -3.3659    -3.36728 0.000331284
          35    -3.36883    -3.36733 0.000324722
          36    -3.36824    -3.36735 0.000316597
          37    -3.36788    -3.36737 0.000308246
          38    -3.36882     -3.3674 0.000302449
          39    -3.36921    -3.36745 0.000298214
          40    -3.36556     -3.3674 0.000294475
          41    -3.36586    -3.36737 0.000289659
          42    -3.36746    -3.36737 0.000282686
          43    -3.36814    -3.36739 0.000276612
          44     -3.3685    -3.36741 0.000271425
          45    -3.36896    -3.36745 0.000267539
          46    -3.36668    -3.36743 0.000262192
          47    -3.36822    -3.36745 0.000257103
          48    -3.36838    -3.36747 0.000252445
          49    -3.36877    -3.36749 0.000248666
          50     -3.3655    -3.36745 0.000246882
