           1     1.63814     1.63814           0
           2      1.6469     1.64252  0.00438044
           3     1.60011     1.62839    0.014363
           4      1.6432     1.63209   0.0108103
           5     1.60801     1.62727  0.00965959
           6     1.56747     1.61731   0.0127108
           7     1.61291     1.61668   0.0107609
           8     1.65424     1.62137   0.0104352
           9     1.69087     1.62909   0.0120134
          10     1.69105     1.63529   0.0124032
          11     1.69964     1.64114   0.0126528
          12     1.64936     1.64182   0.0115706
          13     1.61524     1.63978   0.0108381
          14     1.64356     1.64005   0.0100378
          15     1.71151     1.64481   0.0104889
          16     1.69477     1.64794   0.0102963
          17     1.67093     1.64929  0.00976579
          18     1.61411     1.64733  0.00941246
          19     1.67256     1.64866  0.00900171
          20     1.64094     1.64828   0.0085485
          21     1.71414     1.65141  0.00871511
          22     1.68168     1.65279  0.00842268
          23     1.56327      1.6489  0.00893982
          24     1.65065     1.64897  0.00855954
          25      1.6262     1.64806  0.00826038
          26     1.64494     1.64794  0.00793722
          27     1.69553      1.6497  0.00783839
          28     1.63151     1.64905  0.00758114
          29     1.61487     1.64787  0.00740942
          30     1.72754     1.65053  0.00763488
          31     1.64087     1.65022  0.00739106
          32     1.64312     1.64999   0.0071598
          33     1.62975     1.64938  0.00696651
          34     1.67793     1.65022  0.00681048
          35     1.62603     1.64953  0.00664905
          36     1.60599     1.64832  0.00657392
          37      1.6804     1.64919  0.00645229
          38     1.70647     1.65069  0.00645861
          39      1.6736     1.65128  0.00631817
          40     1.62096     1.65052  0.00620467
          41     1.58302     1.64888  0.00627144
          42     1.66809     1.64933  0.00613738
          43      1.6497     1.64934  0.00599296
          44      1.6864     1.65019  0.00591544
          45     1.67891     1.65082   0.0058176
          46     1.64207     1.65063  0.00569291
          47     1.64264     1.65046  0.00557306
          48      1.6946     1.65138  0.00553266
          49      1.7327     1.65304  0.00566698
          50     1.69614      1.6539  0.00561899
