           1   -0.421215   -0.421215           0
           2   -0.444902   -0.433059   0.0118433
           3   -0.453407   -0.439841  0.00963129
           4   -0.446993   -0.441629  0.00704112
           5    -0.42829   -0.438961  0.00607159
           6   -0.387335   -0.430357  0.00993029
           7   -0.373364   -0.422215    0.011693
           8   -0.391592   -0.418387   0.0108258
           9   -0.424032   -0.419014  0.00956802
          10   -0.441065   -0.421219  0.00883742
          11   -0.462117   -0.424937  0.00881607
          12   -0.397998   -0.422692  0.00835518
          13   -0.395067   -0.420567  0.00797401
          14   -0.416089   -0.420248  0.00738943
          15    -0.43475   -0.421214  0.00694679
          16   -0.448399   -0.422913  0.00671657
          17   -0.405288   -0.421877  0.00639374
          18   -0.375657   -0.419309  0.00655218
          19   -0.387179   -0.417618   0.0064243
          20   -0.399811   -0.416727  0.00615932
          21   -0.386156   -0.415272  0.00603684
          22   -0.374073   -0.413399  0.00605288
          23   -0.362654   -0.411193  0.00619026
          24   -0.364507   -0.409247  0.00623779
          25   -0.357913   -0.407194  0.00632563
          26   -0.355209   -0.405195  0.00639791
          27    -0.38764   -0.404544  0.00619063
          28   -0.428075   -0.405385  0.00602434
          29    -0.42148    -0.40594  0.00583933
          30   -0.407447    -0.40599  0.00564156
          31   -0.392352    -0.40555  0.00547424
          32   -0.379585   -0.404739  0.00536216
          33   -0.406674   -0.404797  0.00519746
          34   -0.433358   -0.405637  0.00511177
          35   -0.425437   -0.406203   0.0049957
          36   -0.423994   -0.406697  0.00488004
          37   -0.392975   -0.406326  0.00476078
          38   -0.374741   -0.405495  0.00470776
          39   -0.373913   -0.404685  0.00465642
          40   -0.373884   -0.403915  0.00460338
          41   -0.373667   -0.403178  0.00454991
          42    -0.38009   -0.402628  0.00447415
          43   -0.360013   -0.401637  0.00447986
          44   -0.336897   -0.400165  0.00461755
          45   -0.360446   -0.399283  0.00459926
          46   -0.405375   -0.399415  0.00450012
          47   -0.430527   -0.400077  0.00445281
          48   -0.450482   -0.401127  0.00448375
          49   -0.456459   -0.402257  0.00453416
          50   -0.461905    -0.40345  0.00459994
