           1     1.20566     1.20566           0
           2     1.22147     1.21356  0.00790498
           3     1.22715     1.21809  0.00642939
           4     1.22288     1.21929  0.00470147
           5     1.21039     1.21751  0.00405285
           6     1.18309     1.21177  0.00662323
           7     1.17375     1.20634  0.00779979
           8     1.18587     1.20378  0.00722323
           9     1.20745     1.20419  0.00638332
          10      1.2188     1.20565  0.00589336
          11     1.23283     1.20812  0.00587549
          12     1.19009     1.20662  0.00557009
          13     1.18817      1.2052   0.0053166
          14     1.20222     1.20499  0.00492682
          15     1.21468     1.20563  0.00463196
          16      1.2238     1.20677  0.00447908
          17     1.19506     1.20608  0.00426339
          18     1.17533     1.20437  0.00436746
          19     1.18301     1.20325   0.0042814
          20      1.1914     1.20265  0.00410462
          21     1.18228     1.20168    0.004023
          22     1.17423     1.20044  0.00403364
          23      1.1666     1.19897  0.00412543
          24     1.16783     1.19767  0.00415744
          25      1.1634      1.1963  0.00421666
          26     1.16158     1.19496  0.00426568
          27      1.1832     1.19453  0.00412772
          28     1.21014     1.19508  0.00401645
          29     1.20573     1.19545  0.00389281
          30     1.19639     1.19548  0.00376095
          31     1.18634     1.19519  0.00364954
          32     1.17785     1.19465  0.00357495
          33     1.19593     1.19468  0.00346514
          34     1.21376     1.19525  0.00340819
          35      1.2085     1.19562  0.00333096
          36     1.20754     1.19596    0.003254
          37     1.18686     1.19571  0.00317437
          38     1.17469     1.19516  0.00313882
          39     1.17414     1.19462  0.00310443
          40     1.17412     1.19411  0.00306893
          41     1.17397     1.19361  0.00303317
          42     1.17824     1.19325  0.00298261
          43     1.16485     1.19259  0.00298635
          44     1.14947     1.19161  0.00307783
          45     1.16516     1.19102  0.00306554
          46     1.19513     1.19111  0.00299949
          47      1.2119     1.19155  0.00296814
          48     1.22522     1.19225  0.00298913
          49     1.22923     1.19301  0.00302317
          50     1.23285      1.1938   0.0030674
