          50   0.0323165           0           0
          50   0.0969496           0           0
          50    0.161583           0           0
          50    0.226216           0           0
          50    0.290849           0           0
          50    0.355482           0           0
          50    0.420115           0           0
          50    0.484748           0           0
          50    0.549381           0           0
          50    0.614014           0           0
          50    0.678647           0           0
          50     0.74328           0           0
          50    0.807913           0           0
          50    0.872546           0           0
          50    0.937179    0.134728   0.0131377
          50     1.00181      1.0185   0.0485358
          50     1.06645     1.84222   0.0740844
          50     1.13108     2.27589   0.0600443
          50     1.19571     2.01258   0.0539629
          50     1.26034     1.81265   0.0556199
          50     1.32498     1.50365   0.0506626
          50     1.38961     1.36441    0.046705
          50     1.45424      1.2367   0.0386545
          50     1.51888     1.31292   0.0409193
          50     1.58351     1.16001   0.0377658
          50     1.64814     1.11413   0.0319867
          50     1.71278     1.08921   0.0339481
          50     1.77741     1.12287   0.0316754
          50     1.84204     1.12233   0.0322834
          50     1.90667     1.09148   0.0283065
          50     1.97131      1.1096   0.0280546
          50     2.03594     1.13378   0.0285534
          50     2.10057     1.11221   0.0250102
          50     2.16521     1.13469   0.0299033
          50     2.22984     1.12284   0.0208404
          50     2.29447      1.0892   0.0234077
          50     2.35911     1.11758   0.0262701
          50     2.42374     1.08311   0.0226369
          50     2.48837     1.06785   0.0211332
          50     2.55301     1.04737    0.020684
          50     2.61764     1.07817   0.0182793
          50     2.68227     1.07329   0.0209339
          50      2.7469     1.08753   0.0217606
          50     2.81154     1.04101   0.0191279
          50     2.87617     1.06659   0.0193229
          50      2.9408     1.03576   0.0184793
          50     3.00544     1.03449   0.0186518
          50     3.07007     1.04277   0.0157778
          50      3.1347      1.0277   0.0141057
          50     3.19934     1.02783   0.0132691
          50     3.26397     1.03003   0.0165807
          50      3.3286     1.05936   0.0165899
          50     3.39323     1.06699   0.0146128
          50     3.45787     1.06294   0.0150083
          50      3.5225     1.06406   0.0162693
          50     3.58713     1.06024   0.0140721
          50     3.65177      1.0464   0.0159464
          50      3.7164     1.01481    0.014721
          50     3.78103     1.00286   0.0135136
          50     3.84567     1.00948   0.0161194
          50      3.9103     1.00921   0.0147439
          50     3.97493    0.993896   0.0142995
          50     4.03957      1.0119   0.0136237
          50      4.1042     1.00075   0.0110738
          50     4.16883    0.997745   0.0099244
          50     4.23346     1.01268    0.010143
          50      4.2981     1.02274   0.0120385
          50     4.36273     1.00597   0.0114289
          50     4.42736     1.01189   0.0103074
          50       4.492     1.01061   0.0100943
          50     4.55663    0.985385   0.0109375
          50     4.62126    0.990488   0.0117171
          50      4.6859    0.985732   0.0114868
          50     4.75053    0.986354   0.0119781
          50     4.81516     0.98385   0.0108559
          50     4.87979    0.989129   0.0090957
          50     4.94443     0.98794  0.00984798
          50     5.00906     0.99605   0.0100139
          50     5.07369      1.0116  0.00973973
          50     5.13833    0.986911  0.00898803
          50     5.20296    0.972254  0.00980866
          50     5.26759    0.977281   0.0108736
          50     5.33223    0.980908  0.00796219
          50     5.39686    0.984501  0.00996102
          50     5.46149    0.978105  0.00865271
          50     5.52612     1.00656  0.00877007
          50     5.59076     1.00565  0.00878052
          50     5.65539    0.986011  0.00846248
          50     5.72002    0.983779   0.0079443
          50     5.78466    0.989658  0.00923776
          50     5.84929    0.998685  0.00913691
          50     5.91392     1.00206    0.008496
          50     5.97856     0.98563  0.00781785
          50     6.04319    0.990307  0.00723491
          50     6.10782     0.98798  0.00937179
          50     6.17246    0.983934  0.00950053
          50     6.23709    0.991452  0.00962167
          50     6.30172    0.971242  0.00789689
          50     6.36635    0.981473  0.00802453
          50     6.43099    0.985668  0.00722548
