           1   0.0115332           0
           1   0.0345996           0
           1   0.0576661           0
           1   0.0807325           0
           1    0.103799           0
           1    0.126865           0
           1    0.149932           0
           1    0.172998           0
           1    0.196065           0
           1    0.219131           0
           1    0.242198           0
           1    0.265264           0
           1     0.28833           0
           1    0.311397           0
           1    0.334463           0
           1     0.35753           0
           1    0.380596           0
           1    0.403663           0
           1    0.426729           0
           1    0.449795           0
           1    0.472862           0
           1    0.495928           0
           1    0.518995           0
           1    0.542061           0
           1    0.565128           0
           1    0.588194           0
           1     0.61126           0
           1    0.634327           0
           1    0.657393           0
           1     0.68046           0
           1    0.703526           0
           1    0.726593           0
           1    0.749659           0
           1    0.772725           0
           1    0.795792           0
           1    0.818858           0
           1    0.841925           0
           1    0.864991           0
           1    0.888058           0
           1    0.911124  0.00279837
           1     0.93419   0.0612235
           1    0.957257    0.287741
           1    0.980323    0.930648
           1     1.00339     2.18512
           1     1.02646     3.53993
           1     1.04952     4.91193
           1     1.07259     4.95636
           1     1.09566       4.418
           1     1.11872     3.70775
           1     1.14179     2.77094
           1     1.16485     1.71294
           1     1.18792     1.05195
           1     1.21099    0.595633
           1     1.23405    0.381366
           1     1.25712    0.183015
           1     1.28019   0.0793803
           1     1.30325   0.0745437
           1     1.32632   0.0574467
           1     1.34939   0.0580513
           1     1.37245    0.120249
           1     1.39552    0.169391
           1     1.41859    0.284564
           1     1.44165    0.452698
           1     1.46472    0.644834
           1     1.48778    0.799741
           1     1.51085    0.897636
           1     1.53392     0.92959
           1     1.55698    0.906084
           1     1.58005    0.845858
           1     1.60312    0.670733
           1     1.62618    0.495908
           1     1.64925    0.359145
           1     1.67232    0.199781
           1     1.69538     0.15397
           1     1.71845    0.210833
           1     1.74152    0.384526
           1     1.76458    0.747213
           1     1.78765     1.16169
           1     1.81071     1.84438
           1     1.83378     2.33196
           1     1.85685     2.66552
           1     1.87991      2.6222
           1     1.90298     2.51379
           1     1.92605     2.17276
           1     1.94911     1.73669
           1     1.97218     1.21877
           1     1.99525    0.769132
           1     2.01831    0.477339
           1     2.04138     0.41421
           1     2.06445    0.426537
           1     2.08751     0.58616
           1     2.11058    0.790112
           1     2.13364    0.961936
           1     2.15671     1.00465
           1     2.17978     1.03508
           1     2.20284    0.942665
           1     2.22591    0.816793
           1     2.24898    0.614332
           1     2.27204    0.527666
           1     2.29511    0.549529
           2   0.0115332           0
           2   0.0345996           0
           2   0.0576661           0
           2   0.0807325           0
           2    0.103799           0
           2    0.126865           0
           2    0.149932           0
           2    0.172998           0
           2    0.196065           0
           2    0.219131           0
           2    0.242198           0
           2    0.265264           0
           2     0.28833           0
           2    0.311397           0
           2    0.334463           0
           2     0.35753           0
           2    0.380596           0
           2    0.403663           0
