           1    0.780497    0.780497           0
           2     0.78206    0.781278 0.000781764
           3    0.779189    0.780582 0.000829925
           4    0.758692    0.775109  0.00550378
           5     0.79003    0.778094  0.00520384
           6    0.776437    0.777818  0.00425788
           7    0.775262    0.777452  0.00361704
           8    0.782839    0.778126    0.003204
           9    0.763578    0.776509   0.0032553
          10    0.775366    0.776395  0.00291387
          11    0.785822    0.777252  0.00277151
          12    0.802999    0.779398  0.00331729
          13    0.770313    0.778699  0.00313046
          14    0.766888    0.777855  0.00301853
          15    0.779786    0.777984  0.00281305
          16    0.793637    0.778962  0.00280735
          17    0.770587    0.778469  0.00268267
          18    0.775825    0.778323  0.00253351
          19      0.7789    0.778353  0.00239665
          20    0.767159    0.777793  0.00234154
          21    0.775721    0.777695  0.00222944
          22    0.781162    0.777852  0.00213152
          23    0.781311    0.778003  0.00204228
          24    0.773139      0.7778  0.00196581
          25    0.779678    0.777875  0.00188703
          26    0.755004    0.776995  0.00201513
          27    0.793989    0.777625  0.00203865
          28    0.776222    0.777575  0.00196513
          29    0.777545    0.777574  0.00189615
          30    0.790292    0.777998  0.00188027
          31    0.779399    0.778043  0.00181917
          32    0.781245    0.778143  0.00176424
          33    0.771566    0.777944  0.00172152
          34    0.777554    0.777932  0.00167016
          35    0.786325    0.778172  0.00163938
          36    0.754775    0.777522  0.00172065
          37     0.79133    0.777895   0.0017146
          38     0.78215    0.778007  0.00167262
          39    0.772677     0.77787  0.00163489
          40    0.772574    0.777738  0.00159899
          41    0.769366    0.777534  0.00157281
          42    0.787582    0.777773  0.00155344
          43    0.775479     0.77772  0.00151782
          44    0.766974    0.777475   0.0015029
          45    0.781822    0.777572   0.0014723
          46    0.771895    0.777449  0.00144521
          47    0.779209    0.777486  0.00141463
          48    0.780723    0.777554  0.00138648
          49    0.787343    0.777753  0.00137251
          50    0.769614    0.777591  0.00135459

