0     39.5215
1     39.0769
2     35.8998
3     46.8626
4     37.4635
5     36.0727
6     36.3446
7     40.1492
8     36.3771
9     41.6479
10     37.1026
11     37.3625
12     38.7605
13     42.0367
14     38.5702
15     43.0423
16     43.7091
17     41.8664
18     36.2378
19     41.4853
20     38.3614
21     34.6309
22     37.3192
23      40.102
24      32.259
25     37.0992
26     27.7576
27     32.7233
28     34.1939
29     22.9543
30     35.2766
31     28.0787
32     30.1407
33     36.2004
34     30.5559
35     28.3522
36     26.7289
37      25.161
38     19.7969
39     20.1805
40     23.1235
41     21.6245
42     21.1862
43     15.6037
44     11.7319
45     10.1147
46     10.6027
47     10.4609
48     10.8863
49     9.09878
50     8.78376
51     9.80574
52     7.76255
53     7.65517
54     7.05226
55     7.20383
56     6.95382
57      6.4917
58     6.80253
59     6.88474
60      6.4552
61     6.97254
62     6.47179
63     6.30221
64     6.45227
65      6.3425
66      6.3252
67     6.39195
68     6.28066
69     6.27824
70     6.34207
71     6.27824
72     6.45955
73     6.27475
74     6.27308
75     6.26943
76     6.25319
77     6.26776
78      6.2403
79     6.25319
80     6.29849
81     6.25777
82     6.24788
83     6.26535
84     6.27308
85     6.25319
86      6.2403
87     6.27329
88     6.25319
89     6.24788
90     6.24788
91      6.2403
92      6.2403
93      6.2403
94      6.2403
95      6.2403
96      6.2403
97      6.2403
98     6.24788
99      6.2403
