0.5       -1.00373     0.00013933       0.259311     0.00188946       0.890297     0.00278855        90.4906      0.0924216
0.53      -0.994456    0.000156778       0.345166      0.0016907       0.834179     0.00281476        80.1643       0.100918
0.55      -0.986903    0.000167764       0.397694     0.00150845       0.791912     0.00229796        73.2049       0.115111
0.6        -0.9646    0.000198969       0.488837     0.00105243       0.671461     0.00264925        56.8662       0.118139
0.65      -0.939004    0.000165591       0.524559    0.000800818        0.54988     0.00203189        42.7571      0.0925661
0.7      -0.912372    0.000168792        0.52564    0.000812726       0.441823     0.00202434        31.8765      0.0798069
0.8      -0.861205    0.000133777       0.498382    0.000763688       0.289846     0.00131318        18.6139      0.0445956
0.9      -0.812836    9.12019e-05       0.469294    0.000523158       0.201031    0.000963236        11.8802       0.020762
1.0       -0.76747    7.95262e-05       0.439789    0.000408169       0.146791    0.000688433        8.23289       0.013167
1.1      -0.725016    8.08745e-05       0.410019    0.000280836       0.111447     0.00050651        6.06466      0.0087665
1.2      -0.685444    6.57346e-05       0.379988    0.000244229      0.0878338    0.000410346        4.68223      0.0058082
1.3      -0.648878    6.70643e-05       0.350217    0.000200945      0.0710051    0.000367037        3.74927     0.00412208
1.4      -0.615288    6.42347e-05       0.322522     0.00018307      0.0590744    0.000277599        3.08472     0.00331721
1.5       -0.58445    6.33234e-05       0.296539    0.000176047      0.0509957    0.000272824        2.60207      0.0024851
1.6      -0.556052    6.01622e-05       0.272822    0.000137624      0.0436924    0.000231991        2.23582     0.00183768
1.7      -0.529805    6.30074e-05        0.25107    0.000123762      0.0381794    0.000215726        1.94668     0.00156304
1.8      -0.505712     5.5441e-05       0.231552    0.000123931      0.0337317    0.000161335        1.71615     0.00117315
1.9      -0.483492    5.19163e-05       0.213593    9.69413e-05      0.0300984     0.00019312        1.53145     0.00105835
2      -0.462966    5.22761e-05        0.19764    8.67427e-05      0.0271894    0.000165149        1.37771    0.000857305
