0.5       -0.97435     0.00021302       0.326755     0.00171398      0.0259061       0.015448        79.2532       0.212067
0.53      -0.963273    0.000195007       0.377516     0.00119171      0.0109774      0.0102301         66.962       0.178732
0.55      -0.955736    0.000209846       0.397061      0.0010757     0.00401199      0.0096956        59.8068       0.182148
0.6      -0.935291     0.00020712       0.422695    0.000901798   -0.000218068     0.00651416        44.3789       0.157242
0.65      -0.913867    0.000176788       0.429462     0.00107115     0.00369729     0.00427988        32.9005        0.12631
0.7      -0.892249    0.000123916       0.433837    0.000887829     0.00216911     0.00317773        24.8135      0.0769451
0.8      -0.848325    0.000113056       0.439974    0.000563535      4.084e-06     0.00201392        15.2283      0.0418581
0.9       -0.80445    0.000101368       0.435451    0.000456655    0.000636216     0.00132188        10.2461      0.0244865
1.0      -0.761641    8.15695e-05       0.419881    0.000344448   -0.000405028    0.000960091        7.39626      0.0130131
1.1       -0.72074    7.50628e-05       0.396949    0.000268608   -0.000327276    0.000667728        5.59872     0.00805636
1.2      -0.682286    6.76585e-05       0.371417    0.000250594   -0.000569368    0.000535444         4.4102     0.00636074
1.3      -0.646511    6.66194e-05       0.344442    0.000206107   -0.000876076    0.000410535        3.58078     0.00420649
1.4      -0.613411    5.93617e-05       0.318025    0.000183629     -0.0005327     0.00035661        2.97802     0.00327351
1.5      -0.582816    5.92041e-05       0.293323    0.000159434    -0.00031684    0.000334382        2.52664     0.00269069
1.6      -0.554663    5.89944e-05       0.270371    0.000136184   -0.000334328     0.00029672        2.18098     0.00213703
1.7      -0.528657    6.21717e-05       0.249278    0.000121676   -0.000293412    0.000267606        1.90621     0.00186586
1.8      -0.504666    5.72829e-05       0.230005    0.000124929   -0.000237508    0.000234866        1.68692      0.0016149
1.9      -0.482596    5.69624e-05       0.212469    0.000112221   -0.000134292    0.000212376        1.50798     0.00144165
2.0      -0.462138     5.1437e-05       0.196613    9.59356e-05    -0.00017104    0.000196076        1.35907     0.00120264
